regions;iso3;deskStudy;name;year;boreal;temperate;tropical;subtropical;1a_forestArea;1a_otherWoodedLand;1a_landArea;1b_naturallyRegeneratingForest;1b_plantedForest;1b_plantationForest;1b_plantationForestIntroduced;1b_otherPlantedForest;1c_primary;1c_tempUnstocked;1c_bamboos;1c_mangroves;1c_rubber;1f_palms;1f_treeOrchards;1f_agroforestry;1f_other;1f_treesUrbanSettings;2a_gs_ha_nat_reg;2a_gs_ha_forest;2a_gs_ha_plantation;2a_gs_ha_planted;2a_gs_ha_owl;2a_gs_ha_other_planted;2a_gs_tot_nat_reg;2a_gs_tot_planted;2a_gs_tot_plantation;2a_gs_tot_other_planted;2a_gs_tot_forest;2a_gs_tot_owl;2b_native_#1;2b_native_#2;2b_native_#3;2b_native_#4;2b_native_#5;2b_native_#6;2b_native_#7;2b_native_#8;2b_native_#9;2b_native_#10;2b_native_remaining;2b_native_total;2b_introduced_#1;2b_introduced_#2;2b_introduced_#3;2b_introduced_#4;2b_introduced_#5;2b_introduced_remaining;2b_introduced_total;2b_total_gs;2c_agb;2c_bgb;2c_dwb;2d_carbon_agb;2d_carbon_bgb;2d_carbon_dw;2d_carbon_litter;2d_carbon_soil;2d_soil_depth_cm;3a_prim_prod;3a_prim_prot;3a_prim_biodiv;3a_prim_socserv;3a_prim_multi;3a_prim_other;3a_prim_no_unknown;3a_tot_prod;3a_tot_prot;3a_tot_biodiv;3a_tot_socserv;3a_tot_other;3b_protected;3b_forMngt;3b_mngtProt;4a_priv_own;4a_individ;4a_bus_inst_fo;4a_indigenous_fo;4a_pub_own;4a_fo_unknown;4b_pub_admin;4b_individuals;4b_bus_inst_mr;4b_indigenous_mr;4b_unknown;5c_y_n;6a_policies_national;6a_policies_sub_national;6a_legislation_national;6a_legislation_sub_national;6a_platform_national;6a_platform_sub_national;6a_traceability_national;6a_traceability_sub_national;6b_pfe_y_n;6b_pfe_area;7b_phd_tot;7b_phd_fem;7b_phd_male;7b_msc_tot;7b_msc_fem;7b_msc_male;7b_ba_tot;7b_ba_fem;7b_ba_male;7b_tech_tot;7b_tech_fem;7b_tech_male;7b_total_tot;7b_total_fem;7b_total_male;7a_employment_tot;7a_employment_fem;7a_employment_male;7a_emp_forestry_tot;7a_emp_forestry_fem;7a_emp_forestry_male;7a_emp_logging_tot;7a_emp_logging_fem;7a_emp_logging_male;7a_emp_nwfp_tot;7a_emp_nwfp_fem;7a_emp_nwfp_male;7a_emp_support_tot;7a_emp_support_fem;7a_emp_support_male
Asia;BRN;;Brunei Darussalam;1990;0;0;100;0;413;43;527;412;0.67;0;0;0.67;313;;;18.42;;;;;;;190;190;0;190;25.75;190;78.28;0.13;0;0.13;78.47;1.11;;;;;;;;;;;;0;;;;;;;0;0;247;59.28;;116.09;27.86;;2.42;58.16;30;138.03;18.56;28.51;50.42;0;;177.48;;;;;;19;;;0;0;0;0;413;0;413;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BRN;;Brunei Darussalam;2000;0;0;100;0;397;47;527;396;1.31;0;0;1.31;288;;;18.42;;;;;;;190;190;0;190;25.75;190;75.24;0.25;0;0.25;75.43;1.21;;;;;;;;;;;;0;;;;;;;0;0;247;59.28;;116.09;27.86;;2.01;52.86;30;138.03;18.56;28.51;50.42;0;;161.48;;;;;;19;;;0;0;0;0;397;0;397;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BRN;;Brunei Darussalam;2010;0;0;100;0;380;50;527;376.29;3.71;0;0;3.71;263;;;18.42;;;;;;;190;190;0;190;25.75;190;71.5;0.7;0;0.7;72.2;1.29;;;;;;;;;;;;0;;;;;;;0;0;247;59.28;;116.09;27.86;;2.11;52.68;30;138.03;18.56;28.51;50.81;0;;144.09;;;;;;19;;;0;0;0;0;380;0;380;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BRN;;Brunei Darussalam;2015;0;0;100;0;380;50;527;374.91;5.09;0;0;5.09;263;;;18.42;;;;;;;190;190;0;190;25.75;190;71.23;0.97;0;0.97;72.2;1.29;;;;;;;;;;;;0;;;;;;;0;0;247;59.28;;116.09;27.86;;2.11;52.68;30;138.03;18.56;28.51;50.81;0;;144.09;;;;;;19;;;0;0;0;0;380;0;380;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BRN;;Brunei Darussalam;2020;0;0;100;0;380;50;527;374.74;5.26;0;0;5.26;263;;;18.42;;;;;;;190;190;0;190;25.75;190;71.2;1;0;1;72.2;1.29;;;;;;;;;;;;0;;;;;;;0;0;247;59.28;;116.09;27.86;;2.11;52.68;30;138.03;18.56;28.51;50.81;0;;144.09;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BTN;;Bhutan;1990;0;100;0;0;2506.72;273.55;3812;2487.4;19.32;19.32;;0;413;;;0;0;0;;;0;0;;346.08;;;51;;;;;;867.53;13.95;;;;;;;;;;;;0;;;;;;;0;0;269.32;121;6.44;127.05;54.52;3.03;6.23;64.05;30;46.99;0;1104.2;0;1355.53;0;0;46.99;2506.72;1104.2;2506.72;0;1104.2;46.99;;0;0;0;0;2506.72;0;2506.72;0;0;0;;no;yes;no;yes;no;yes;no;yes;no;yes;2303.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BTN;;Bhutan;2000;0;100;0;0;2606;337.03;3812;2586.47;19.54;19.54;;0;413;;;0;0;0;;;0;0;;346.08;;;51;;;;;;901.88;17.19;;;;;;;;;;;;0;;;;;;;0;0;269.32;121;6.44;127.05;54.52;3.03;6.23;64.05;30;140.64;0;1104.2;0;1361.16;0;0;140.64;2606;1104.2;2606;0;1104.2;140.64;;0;0;0;0;2606;0;2605.64;0;0;0.36;;no;yes;no;yes;no;yes;no;yes;no;yes;2303.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;BTN;;Bhutan;2010;0;100;0;0;2705.29;400.52;3812;2685.54;19.75;19.75;;0;413;;;0;0;0;;;0;0;;346.08;;;51;;;;;;936.25;20.43;;;;;;;;;;;;0;;;;;;;0;0;269.32;121;6.44;127.05;54.52;3.03;6.23;64.05;30;235.05;0;1104.2;0;1366.04;0;0;235.05;2705.29;1104.2;2705.29;0;1104.2;235.05;;0.4;0.4;0;0;2704.89;0;2670.5;0.4;0;33.99;;no;yes;no;yes;no;yes;no;yes;no;yes;2303.64;;;;;;;;;;;;;;;;1.9;;;;;;;;;;;;;;
Asia;BTN;;Bhutan;2015;0;100;0;0;2715.18;486.88;3812;2694.91;20.27;20.27;;0;413;;;0;0;0;;;0;0;;346.08;;;51;;;;;;939.67;24.83;142;53;47;39;37;27;24;22;21;20;506.32;938.32;1;0.32;0.03;;;;1.35;939.67;269.32;121;6.44;127.05;54.52;3.03;6.23;64.05;30;273.34;0;1104.2;0;1337.64;0;0;273.34;2715.18;1104.2;2715.18;0;1104.2;273.34;;0.47;0.47;0;0;2714.71;0;2638.85;0.47;0;75.39;;no;yes;no;yes;no;yes;no;yes;no;yes;2303.64;;;;;;;25;;;45;;;;;;1.79;;;;;;;;;;;;;;
Asia;BTN;;Bhutan;2020;0;100;0;0;2725.08;504.23;3812;2704.26;20.82;20.82;;0;413;;;0;0;0;;;0;0;;346.08;;;51;;;;;;943.1;25.72;142;53;47;39;37;27;24;22;21;20;509.75;941.75;1;0.32;0.03;;;;1.35;943.1;269.32;121;6.44;127.05;54.52;3.03;6.23;64.05;30;368.03;0;1104.2;0;1252.85;0;0;368.03;2725.08;1104.2;2725.08;0;1104.2;368.03;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;yes;no;yes;2303.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BWA;;Botswana;1990;0;0;100;0;18803.7;26490.6;56673;18803.7;0;0;0;0;;;0;0;0;;;;;;103.5;103.5;0;0;;0;1946.18;0;0;0;1946.18;;;;;;;;;;;;;0;;;;;;;0;0;155.25;43.47;;72.97;20.43;;;;;0;0;0;0;18803.7;0;0;18803.7;;18803.7;18803.7;;1713.11;1713.11;1713.11;14290.81;0;940.19;13350.63;4512.89;0;4512.89;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3806.9;0;0;0;0;0;0;0;0;0;3;1;2;3;1;2;;;;;;;;;;;;;;;
Africa;BWA;;Botswana;2000;0;0;100;0;17620.7;26490.6;56673;17620.7;0;0;0;0;;;0;0;0;;;;;;103.5;103.5;0;0;;0;1823.74;0;0;0;1823.74;;;;;;;;;;;;;0;;;;;;;0;0;155.25;43.47;;72.97;20.43;;;;;0;0;0;0;17620.7;0;0;17620.7;;17620.7;17620.7;;1713.11;1713.11;1713.11;13391.73;0;881.04;12510.7;4228.97;0;4228.97;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3806.9;6;1;5;3;1;2;15;4;11;29;6;23;53;12;41;;;;0.48;0.11;0.36;;;;;;;;;
Africa;BWA;;Botswana;2010;0;0;100;0;16437.7;26490.6;56673;16437.7;0;0;0;0;;;0;0;0;;;;;;103.5;103.5;0;0;;0;1701.3;0;0;0;1701.3;;;;;;;;;;;;;0;;;;;;;0;0;155.25;43.47;;72.97;20.43;;;;;0;0;0;0;16437.7;0;0;16437.7;;16437.7;16437.7;;1713.11;1713.11;1713.11;12492.65;0;821.89;11670.77;3945.05;0;3945.05;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3806.9;3;0;3;9;3;6;23;3;20;35;14;21;70;20;50;1.65;;;0.42;0.01;0.41;;;;1.23;;;;;
Africa;BWA;;Botswana;2015;0;0;100;0;15846.2;26490.6;56673;15846.2;0;0;0;0;;;0;0;0;;;;;;103.5;103.5;0;0;;0;1640.08;0;0;0;1640.08;;;;;;;;;;;;;0;;;;;;;0;0;155.25;43.47;;72.97;20.43;;;;;0;0;0;0;15846.2;0;0;15846.2;;15846.2;15846.2;;1713.11;1713.11;1713.11;12043.11;0;792.31;11250.8;3803.09;0;3803.09;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3806.9;2;1;1;12;5;7;7;1;6;13;6;7;34;13;21;7.94;;;0.52;0.15;0.37;;;;7.42;;0.3;;;
Africa;BWA;;Botswana;2020;0;0;100;0;15254.7;26490.6;56673;15254.7;0;0;0;0;;;0;0;0;;;;;;103.5;103.5;0;0;;0;1578.86;0;0;0;1578.86;;;;;;;;;;;;;0;;;;;;;0;0;155.25;43.47;;72.97;20.43;;;;;0;0;0;0;15254.7;0;0;15254.7;;15254.7;15254.7;;1713.11;1713.11;1713.11;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3806.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;CAF;;Central African Republic;1990;0;0;100;0;23203;10122;62298;23201;2;2;2;0;3900;0;0;0;0;;;;;;167;167;167;167;;0;3874.57;0.33;0.33;0;3874.9;;91;86;71;39;28;17;10;9;8;6;3509.9;3874.9;;;;;;;0;3874.9;217.09;52.1;;102.03;24.49;;;;;4826;0;167;0;18210;0;0;4993;0;167;;;167;167;167;5076;0;0;5076;18127;0;18127;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;5073;1;1;0;2;2;0;0;0;0;0;0;0;3;3;0;3.2;;;;;;;;;;;;;;
Africa;CAF;;Central African Republic;2000;0;0;100;0;22903;10122;62298;22901;2;2;2;0;3135;0;0;0;0;;;;;;167;167;167;167;;0;3824.47;0.33;0.33;0;3824.8;;91;86;71;39;28;17;10;9;8;6;3459.8;3824.8;;;;;;;0;3824.8;217.09;52.1;;102.03;24.49;;;;;4826;0;167;0;17910;0;0;5073;0;167;;;167;191;167;1635;0;0;1635;21268;0;17827;0;3441;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;5073;1;0;1;2;0;2;0;0;0;0;0;0;3;0;3;4.4;;;;;;;;;;;;;;
Africa;CAF;;Central African Republic;2010;0;0;100;0;22603;10122;62298;22601;2;2;2;0;2752;0;0;0;0;;;;;;167;167;167;167;;0;3774.37;0.33;0.33;0;3774.7;;91;76;66;39;26;15;6;7;8;6;3434.7;3774.7;;;;;;;0;3774.7;217.09;52.1;;102.03;24.49;;;;;4826;0;167;0;17610;0;0;5073;0;167;;;167;667;167;1967;0;0;1967;20636;0;17527;0;3109;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;5073;1;0;1;79;3;76;63;1;62;86;6;80;229;10;219;5.8;;;;;;;;;;;;;;
Africa;CAF;;Central African Republic;2015;0;0;100;0;22453;10122;62298;22451;2;2;2;0;2370;0;0;0;0;;;;;;167;167;167;167;;0;3749.32;0.33;0.33;0;3749.65;;91;76;66;39;26;15;6;7;8;6;3409.65;3749.65;;;;;;;0;3749.65;217.09;52.1;;102.03;24.49;;;;;4826;0;167;0;17460;0;0;5073;0;167;;;167;3714;167;1967;0;0;1967;20486;0;16709;0;3777;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;5073;1;0;1;76;2;74;69;6;63;92;4;88;238;12;226;3.5;;;;;;;;;;;;;;
Africa;CAF;;Central African Republic;2020;0;0;100;0;22303;10122;62298;22301;2;2;2;0;1988;0;0;0;0;;;;;;167;167;167;167;;0;3724.27;0.33;0.33;0;3724.6;;91;76;66;39;26;15;6;7;8;6;3384.6;3724.6;;;;;;;0;3724.6;217.09;52.1;;102.03;24.49;;;;;4826;0;167;0;17310;0;0;5073;0;167;;;167;3778;167;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;5073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;CAN;;Canada;1990;77;23;0;0;348272.93;40865.66;909351;343654.68;4618.25;0;0;4618.25;205838.13;;0;0;0;0;;;;;137.85;136.75;;54.98;;54.98;47371.47;253.91;0;253.91;47625.38;;;;;;;;;;;;;0;;;;;;;0;0;95.09;23.47;41.35;47.54;11.73;20.68;47.85;82.21;55;131139;15039;19942;14643;115254;937;51318.93;170105;92830;78497;71524;38090;13546;185013;;28524.59;;;;318289.05;1459.29;266635;0;46133;1988;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;318365.68;546;110;436;2342;954;1392;5284;2164;3118;8234;2375;5856;16406;5603;10802;107.13;12.86;94.28;;;;;;;;;;;;
North and Central America;CAN;;Canada;2000;77;23;0;0;347801.97;40865.66;909351;338415.86;9386.11;0;0;9386.11;205559.78;25249.43;0;0;0;0;;;;;138.3;136.06;;54.98;;54.98;46804.42;516.05;0;516.05;47320.47;;14819.65;4148.63;3210.09;2689.95;2041.52;1612.7;1546.57;1382.68;1256.36;1223.09;13383.07;47314.31;3.96;2.19;0.01;;;;6.16;47320.47;94.64;23.34;39.96;47.32;11.67;19.98;48.4;82.5;55;131465;15188;21564;14694;114782;937;49171.97;169911;94704;79842;70290;38036;18174;188103;;28486.02;;;;317858.64;1457.31;255167;0;57165;2130;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;317935.16;612;216;398;3020;1590;1424;10129;5398;4709;13590;5353;8102;27351;12557;14633;81.8;10.63;71.17;;;;;;;;;;21.42;3.85;17.56
North and Central America;CAN;;Canada;2010;77;23;0;0;347322.21;40865.66;909351;333306.46;14015.75;0;0;14015.75;205276.23;;0;0;0;0;26.26;;;3104.1;134.23;131.03;;54.98;;54.98;44738.83;770.59;0;770.59;45509.42;;;;;;;;;;;;;0;;;;;;;0;0;91.16;22.57;40.89;45.58;11.28;20.44;48.73;82.79;55;131636;15165;24397;14682;112627;936;47879.21;169475;96648;81481;71787;37987;28206;187844;;28446.72;;;;317420.18;1455.31;255172;0;55087;3764;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;317496.6;774;340;436;4564;2768;1792;9770;5499;4269;15038;6389;8578;30146;14996;15075;56.42;8.46;47.96;;;;;;;;;;20.72;4.56;16.16
North and Central America;CAN;;Canada;2015;77;23;0;0;347115.71;40865.66;909351;331086.98;16028.73;0;0;16028.73;205154.18;;0;0;0;0;25.26;;;;133.69;130.05;;54.98;;54.98;44262.58;881.26;0;881.26;45143.84;;;;;;;;;;;;;0;;;;;;;0;0;90.49;22.39;40.27;45.25;11.19;20.13;48.5;82.94;55;130331;15079;28137;14683;110229;946;47710.71;169064;99229;84758;74852;37975;29507;188656;;28429.81;;;;317231.47;1454.43;254319;0;54732;5540;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;317307.84;916;432;486;5320;3228;2094;12084;7097;4985;18478;8201;10265;36798;18958;17830;53.05;9.55;43.5;;;;;;;;;;20.51;5.13;15.39
North and Central America;CAN;;Canada;2020;77;23;0;0;346928.1;40865.66;909351;328764.71;18163.39;0;0;18163.39;205130.73;;0;0;0;0;;;;;134.17;130.02;;54.98;;54.98;44108.97;998.62;0;998.62;45107.59;;;;;;;;;;;;;0;;;;;;;0;0;90.43;22.37;40.09;45.22;11.19;20.04;48.47;82.96;55;130611;15115;29306;14700;108566;945;47685.1;168751;100334;85874;75968;37955;29507;211110;;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;317271.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;CHE;;Switzerland;1990;0;100;0;0;1153.5;61.52;3952;971;182.3;0.82;0.19;181.48;42.86;28.31;0;0;0;0;;;;;;341.83;;;;;;;;;394.3;;188.31;68.58;57.21;19.09;11.22;8.27;12.22;4.76;4.31;3.39;14.88;392.24;0.73;0.45;0.19;0.27;0.11;0.31;2.06;394.3;;;;;;;;;100;;;;;;;1153.5;;;;;;;;;851.19;331.98;135.83;383.37;302.31;0;302.31;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1153.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;CHE;;Switzerland;2000;0;100;0;0;1196.18;66.16;3952;1024.29;171.7;0.82;0.19;170.88;42.86;29.34;0;0;0;0;;;413;;338.02;347.64;658.54;405.42;8.31;404.2;346.23;69.61;0.54;69.07;415.84;0.55;188.9;74.53;60.84;22.04;14.03;9.95;11.95;5.33;4.8;3.61;17.44;413.42;1;0.49;0.21;0.27;0.13;0.34;2.44;415.86;185.6;49.8;15.46;92.8;24.9;7.73;16.73;125.8;100;374.56;646.84;54.28;50.78;0;32.06;37.66;744.77;927.52;132.41;249.6;120.39;;872.15;;877.23;337.45;144.31;395.47;318.95;0;318.95;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1196.18;;;;;;;;;;;;;;;;4.2;;3.65;;;;;;;;;;;;
Europe;CHE;;Switzerland;2010;0;100;0;0;1234.72;70.63;3952;1074;160.53;0.82;0.19;159.71;42.86;23.9;0;0;0;0;;;357.34;;338.61;348.47;646.34;414.81;11.33;413.62;363.67;66.59;0.53;66.06;430.26;0.8;186.82;77.99;64.52;25.19;16.11;11.5;11.08;5.61;4.86;3.55;20.18;427.41;1.29;0.54;0.31;0.27;0.15;0.31;2.87;430.28;189.33;50.44;16.58;94.67;25.22;8.29;16.73;125.8;100;368.77;671.04;80.75;35.95;0;36.14;42.07;674.32;1093.3;187.24;230.93;144.71;;987.98;;890.79;335.86;156.05;398.88;343.92;0.01;343.92;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1234.72;;;;18;10;8;15;2;13;;;;;;;7.8;2.2;5.77;;;;;;;;;;;;
Europe;CHE;;Switzerland;2015;0;100;0;0;1251.91;72.77;3952;1097;154.71;0.81;0.19;153.9;42.86;20.34;0;0;0;0;;;329.52;;341.15;351.22;654.32;423.05;12.64;421.83;374.24;65.45;0.53;64.92;439.69;0.92;188.25;79.71;66.88;26.86;16.7;12.26;10.43;5.86;4.72;3.46;21.54;436.67;1.45;0.54;0.41;0.26;0.16;0.2;3.02;439.69;191.2;50.76;17.14;95.6;25.38;8.57;16.73;125.8;100;365.23;682.03;93.89;28.44;0;38.13;44.19;637.81;1174.58;214.42;221.16;156.66;222;1063.33;222;892.36;332.62;162.45;397.3;359.55;0;359.55;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1251.91;;;;18;11;7;18;3;15;;;;;;;12.1;3.67;8.43;;;;;;;;;;;;
Europe;CHE;;Switzerland;2020;0;100;0;0;1269.11;74.92;3952;1119.96;148.95;0.81;0.19;148.14;42.86;20.61;0;0;0;0;;;301.69;;343.59;353.89;654.32;431.76;13.88;430.54;384.81;64.31;0.53;63.78;449.12;1.04;189.62;81.44;69.25;28.56;17.3;13.04;9.75;6.11;4.57;3.37;22.92;445.93;1.62;0.55;0.5;0.25;0.17;0.08;3.17;449.1;193.06;51.08;17.7;96.53;25.54;8.85;16.73;125.8;100;361.69;693.01;107.04;20.94;0;40.12;46.31;601.29;1255.86;241.61;211.39;168.61;222;1077.93;222;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;1269.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;CHL;;Chile;1990;0;99;0;1;15246.05;15046.23;74353;13599.75;1646.29;1646.29;1646.29;0;4626.79;;;0;0;;;;;;267.18;254.59;150.56;150.56;;0;3633.57;247.86;247.86;0;3881.43;;;;;;;;;;;;;0;;;;;;;0;0;224.88;44.98;51.27;112.44;22.49;25.64;4.72;50;30;5432.25;2723.86;2879.77;0;4210.17;0;0;5432.25;3625.05;6188.75;0;0;;;;;;;;;;;;;;;yes;yes;no;yes;no;yes;no;yes;no;yes;13599.75;;;;;;;;;;;;;;;;126.16;;;98.44;;;12.84;;;0.35;;;14.54;;
South America;CHL;;Chile;2000;0;99;0;1;15817.06;14704.78;74353;13538.92;2278.14;2278.14;2278.14;0;4531.32;;;0;0;;;;;;267.18;250.38;150.55;150.55;;0;3617.32;342.98;342.98;0;3960.3;;1202.63;344.52;319.33;274.78;259.27;174.68;152.9;130.02;113.96;112.31;532.92;3617.32;225.87;89.68;;;;27.44;342.99;3960.31;221.86;44.37;50.58;110.93;22.19;25.29;4.66;50;30;5635.7;2825.88;2987.63;0;4367.85;0;0;5635.7;3760.82;6420.54;0;0;3571.4;0;0;;;;;;;;;;;;yes;yes;no;yes;no;yes;no;yes;no;yes;13538.92;7;3;4;6;0;6;441;145;296;72;15;57;526;163;363;126.82;;;98.55;;;12.84;;;0.35;;;15.09;;
South America;CHL;;Chile;2010;0;99;0;1;16725.26;14659.47;74353;13894.87;2830.39;2830.39;2830.39;0;4801.51;;;0;0;;;;;;267.18;247.44;150.56;150.56;;0;3712.42;426.13;426.13;0;4138.55;;1272.26;364.43;337.81;290.73;274.34;184.8;161.81;137.5;120.56;118.91;449.27;3712.42;280.62;111.43;;;;34.09;426.14;4138.56;219.75;43.95;50.1;109.87;21.97;25.05;4.61;50;30;5959.3;2988.14;3159.17;0;4618.65;0;0;5959.3;3976.76;6879.2;0;0;3690.2;0;0;;;;;;;;;;;;yes;yes;no;yes;no;yes;no;yes;no;yes;13894.87;21;7;14;25;8;17;466;145;321;13;5;8;525;165;360;120.87;;;91.74;;;12.84;;;0.35;;;15.95;;
South America;CHL;;Chile;2015;0;99;0;1;17596.08;15423.41;74353;14550.31;3045.77;3045.77;3045.77;0;5198.56;;;0;0;;;;;;267.18;246.99;150.55;150.55;;0;3887.54;458.55;458.55;0;4346.09;;1198.89;343.42;318.34;274.01;258.5;174.13;152.46;129.58;113.63;111.98;812.6;3887.54;301.97;119.9;;;;36.88;458.75;4346.29;219.42;43.88;50.03;109.71;21.94;25.01;4.61;50;30;6269.58;3143.72;3323.66;0;4859.12;0;0;6269.58;4183.82;7142.69;0;0;3759.85;0;0;13588.76;;;;4007.32;0;4007.32;0;0;0;;yes;yes;no;yes;no;yes;no;yes;no;yes;14550.31;20;6;14;31;17;14;323;134;189;2;0;2;376;157;219;116.24;;;79.42;;;12.84;;;0.35;;;23.64;;
South America;CHL;;Chile;2020;0;99;0;1;18210.7;17313;74353;15026.03;3184.7;3184.7;3184.7;0;5347.67;;;0;0;;;;;;267.18;246.78;150.55;150.55;;0;4014.64;479.47;479.47;0;4494.11;;1301.48;372.83;345.55;297.4;280.54;189.05;165.55;140.67;123.36;121.64;676.55;4014.62;315.75;125.37;;;;38.35;479.47;4494.09;219.27;43.85;49.99;109.64;21.93;25;4.6;50;30;6488.57;3253.52;3439.76;0;5028.85;0;0;6488.57;4329.96;7392.19;0;0;3803.51;15.11;2.54;;;;;;;;;;;;yes;yes;no;yes;no;yes;no;yes;no;yes;15026.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;CHN;;China;1990;7;22;4;67;157140.59;101497.68;942470;112988.6;44151.98;35321.58;4385.84;8830.4;11646;12114.16;3855.8;24.47;;97.82;3947.02;;;;86.24;66.71;11.5;16.73;7.45;37.64;9744.04;738.62;406.24;332.38;10482.66;756.02;1187.34;1020.14;885.59;1082.29;657.75;327.82;274.67;425.6;242.86;85.95;4040.32;10230.33;;;;;;252.33;252.33;10482.66;51.64;13.43;10.16;25.31;6.49;4.78;;;;78357.18;17340.12;3233.68;730.84;45833.44;655.26;10990.07;108330.52;17340.12;3233.68;730.84;16515.36;4638;78570;;27495.89;;;;129644.7;0;129644.7;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;no;;14;;;301;;;4590;;;8759;;;;;;2517.2;;;707.3;;;1076.7;;;;;;232.8;;
Asia;CHN;;China;2000;7;22;4;67;177000.55;99775.98;942470;122170.29;54830.25;38880.53;7162.59;15949.72;11453;9216.06;4868.54;22.3;;171;8421.24;;;;89.07;69.76;19.02;26.74;7.11;45.56;10881.46;1466.36;739.62;726.74;12347.82;709.5;1324.28;1175.53;924.62;1084.74;831.67;682.57;412.63;649.08;470.42;342.1;4029.33;11926.97;14.08;;;;7.72;399.04;420.84;12347.81;54.54;14.3;10.65;26.73;6.91;5.01;;;;77796.11;28657.28;4357.68;1044.98;56550.31;1046.84;7547.35;107381.14;28657.28;4357.68;1044.98;28012.12;16478;97351;;31868.83;;;;145131.72;0;145131.72;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;no;;101;;;158;;;6025;;;27376;;;;;;2004.6;633.1;1371.5;614;197.1;416.9;703;214.4;488.6;;;;363;91.1;271.9
Asia;CHN;;China;2010;7;22;4;67;200610.38;105098.22;942470;127286.23;73324.15;42186.99;10276.64;31137.16;11453.33;11633.3;6033.54;24.93;;244.18;8876.08;;;;98.37;74.58;25.74;33.29;7.42;43.51;12520.66;2440.78;1086.07;1354.71;14961.44;780.32;1263.73;1159.97;992.05;999.51;893.89;727.63;582.68;616.65;495.57;350.6;6219.7;14301.98;137.45;50.27;22.22;11.27;3.88;434.36;659.45;14961.43;55.72;14.31;11.22;27.31;6.91;5.28;;;;61795.94;46723.04;9732.88;2127.42;67709.68;2375.8;10145.62;85147.2;46723.04;9732.88;2127.42;46734.22;27483;120366;;74964.92;;;;125645.46;0;125645.46;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;no;;611;;;4618;;;33428;;;61342;;;;;;1325.2;358.7;966.5;491;139.7;351.3;430.1;112.3;317.9;;;;341.9;87.8;254.1
